"id","gender","age","citizenship","previous_offences","kpp","kpw","counts"
"OIO-709423002U","M",30,"POLAND","Different offences","GO KPP Żary","GO KWP Gorzów Wlkp.",1
"OIO-709423030P","M",26,"POLAND","Simmilar offences","OL KPP Szczytno","OL KWP Olsztyn",1
"OIO-709424548U","M",32,"POLAND","No knowledge","WR KMP Jelenia Góra","WR KWP Wrocław",1
"OIO-709426336G","M",49,"POLAND","Simmilar offences","LD KPP Łódź Wschód","LD KWP Łódź",1
"OIO-709427017R","M",29,"POLAND","No knowledge","KK KPP Olkusz","KK KWP Kraków",1
"OIO-709429199W","M",64,"POLAND","No cirminal history","LU KPP Krasnystaw","LU KWP Lublin",1
"OIO-709429228T","M",31,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-709430943C","M",46,"POLAND","No knowledge","PO KPP Koło","PO KWP Poznań",1
"OIO-709432193R","M",31,"POLAND","No cirminal history","RZ KMP Tarnobrzeg","RZ KWP Rzeszów",1
"OIO-709433461Q","M",30,"POLAND","No knowledge","LD KPP Rawa Maz.","LD KWP Łódź",1
"OIO-709434142T","K",37,"POLAND","No cirminal history","WR KPP Świdnica","WR KWP Wrocław",1
"OIO-709434523H","M",31,"POLAND","No knowledge","BG KPP Lipno","BG KWP Bydgoszcz",1
"OIO-709437447G","M",30,"POLAND","Simmilar offences","KI KPP Pińczów","KI KWP Kielce",1
"OIO-709437543E","M",36,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-709437774Y","M",35,"POLAND","Simmilar offences","KA KPP Cieszyn","KA KWP Katowice",1
"OIO-7094513D","M",58,"POLAND","No knowledge","GD KPP Chojnice","GD KWP Gdańsk",1
"OIO-7095702P","M",69,"POLAND","No cirminal history","WA KPP Pułtusk","WA KWP Radom",1
"OIO-7095735U","M",60,"POLAND","No knowledge","WA KRP Warszawa IV (KSP)","WA KSP Warszawa",1
"OIO-7095801U","M",47,"POLAND","No knowledge","WA KRP Warszawa V (KSP)","WA KSP Warszawa",1
"OIO-7095984Q","M",71,"POLAND","No knowledge","OL KPP Gołdap","OL KWP Olsztyn",1
"OIO-7096629H","M",64,"POLAND","No knowledge","WA KPP Piaseczno (KSP)","WA KSP Warszawa",1
"OIO-709685834G","M",55,"POLAND","No cirminal history","GD KMP Sopot","GD KWP Gdańsk",1
"OIO-709686172D","K",50,"POLAND","Simmilar offences","KK KPP Wieliczka","KK KWP Kraków",1
"OIO-709689074D","M",46,"POLAND","No cirminal history","GD KPP Kwidzyn","GD KWP Gdańsk",1
"OIO-709691160Y","K",42,"POLAND","No cirminal history","LU KMP Zamość","LU KWP Lublin",1
"OIO-709693763K","M",65,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-7096965M","M",43,"POLAND","No cirminal history","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-709696874Y","M",59,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-709697431W","M",33,"POLAND","No cirminal history","KA KMP Zabrze","KA KWP Katowice",1
"OIO-709698292E","M",37,"POLAND","No knowledge","WR KMP Jelenia Góra","WR KWP Wrocław",1
"OIO-709703417G","M",30,"POLAND","No cirminal history","WA KPP Mława","WA KWP Radom",1
"OIO-709704530Y","K",30,"POLAND","No cirminal history","OL KMP Olsztyn","OL KWP Olsztyn",1
"OIO-709705008E","M",32,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-709707171Y","M",27,"POLAND","Simmilar offences","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-70970910D","M",40,"POLAND","No knowledge","KI KPP Pińczów","KI KWP Kielce",1
"OIO-709711369C","M",42,"POLAND","Simmilar offences","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-709712340H","M",28,"POLAND","No cirminal history","PO KPP Piła","PO KWP Poznań",1
"OIO-709713105J","M",35,"POLAND","No knowledge","KK KPP Wadowice","KK KWP Kraków",1
"OIO-709713183T","M",51,"POLAND","No knowledge","KI KPP Końskie","KI KWP Kielce",1
"OIO-709713748R","M",60,"GEORGIA","No knowledge","WA KPP Sochaczew","WA KWP Radom",1
"OIO-709714063T","M",34,"POLAND","No knowledge","WA KMP Siedlce","WA KWP Radom",1
"OIO-7097498W","M",49,"POLAND","No cirminal history","LU KPP Lubartów","LU KWP Lublin",1
"OIO-7097584K","M",52,"POLAND","No knowledge","BK KPP Zambrów","BK KWP Białystok",1
"OIO-709785258Y","M",32,"POLAND","No knowledge","GO KPP Słubice","GO KWP Gorzów Wlkp.",1
"OIO-709787543T","M",30,"POLAND","No knowledge","LU KPP Kraśnik","LU KWP Lublin",1
"OIO-709789545H","M",39,"POLAND","No cirminal history","WR KPP Trzebnica","WR KWP Wrocław",1
"OIO-709792378E","K",63,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-709793133G","M",32,"POLAND","No cirminal history","KK KPP Nowy Targ","KK KWP Kraków",1
"OIO-709793282W","M",35,"POLAND","No knowledge","LU KMP Zamość","LU KWP Lublin",1
"OIO-709794700M","M",35,"POLAND","No cirminal history","OP KPP Krapkowice","OP KWP Opole",1
"OIO-709794919R","M",33,"POLAND","Different offences","BK KMP Białystok","BK KWP Białystok",1
"OIO-709794919R","M",33,"POLAND","No knowledge","BK KPP Bielsk Podlaski","BK KWP Białystok",1
"OIO-709795029M","K",44,"POLAND","No knowledge","LD KPP Opoczno","LD KWP Łódź",1
"OIO-709796669M","M",28,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-709800305K","M",31,"POLAND","No knowledge","KI KPP Starachowice","KI KWP Kielce",1
"OIO-709802719T","M",67,"POLAND","No cirminal history","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-709805543G","M",30,"POLAND","No knowledge","LD KMP Skierniewice","LD KWP Łódź",1
"OIO-709809202T","M",58,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-709813651F","M",33,"POLAND","No knowledge","OP KPP Strzelce Opolskie","OP KWP Opole",1
"OIO-709815222L","M",64,"POLAND","No cirminal history","RZ KPP Nisko","RZ KWP Rzeszów",1
"OIO-709819090Y","M",26,"POLAND","Different offences","WR KPP Polkowice","WR KWP Wrocław",1
"OIO-709821552L","M",46,"POLAND","No knowledge","OP KPP Olesno","OP KWP Opole",1
"OIO-709821617U","M",51,"POLAND","No cirminal history","BG KPP Świecie nad Wisłą","BG KWP Bydgoszcz",1
"OIO-709823764P","M",64,"POLAND","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-70991024C","K",42,"POLAND","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-709986528H","M",58,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-709989290D","M",41,"POLAND","No knowledge","KA KPP Bieruń","KA KWP Katowice",1
"OIO-709993244D","M",34,"POLAND","No knowledge","KI KMP Kielce","KI KWP Kielce",1
"OIO-709997198H","M",32,"POLAND","Different offences","WA KPP Sokołów Podlaski","WA KWP Radom",1
"OIO-709997654E","M",56,"POLAND","No cirminal history","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-709997982W","M",31,"POLAND","Simmilar offences","PO KPP Słupca","PO KWP Poznań",1
"OIO-7099988R","M",42,"POLAND","No cirminal history","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-70999954R","K",53,"POLAND","Simmilar offences","WR KMP Jelenia Góra","WR KWP Wrocław",1
"OIO-70999954R","K",53,"POLAND","Simmilar offences","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-709999994P","K",25,"POLAND","No knowledge","WA KRP Warszawa II (KSP)","WA KSP Warszawa",1
"OIO-710000662G","M",57,"POLAND","No knowledge","WA KPP Przasnysz","WA KWP Radom",1
"OIO-710000929Y","M",52,"POLAND","No cirminal history","SC KPP Sławno","SC KWP Szczecin",1
"OIO-710001267C","M",30,"POLAND","No cirminal history","PO KPP Międzychód","PO KWP Poznań",1
"OIO-710002488H","M",58,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-710002681N","M",30,"POLAND","No knowledge","WA KRP Warszawa VI (KSP)","WA KSP Warszawa",1
"OIO-710003205F","M",35,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-710003454Q","M",38,"POLAND","No knowledge","SC KPP Goleniów","SC KWP Szczecin",1
"OIO-710004930H","M",33,"POLAND","No cirminal history","RZ KPP Dębica","RZ KWP Rzeszów",1
"OIO-710005198P","M",39,"POLAND","No knowledge","WA KPP Węgrów","WA KWP Radom",1
"OIO-710005260D","M",39,"POLAND","No cirminal history","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-710006806N","M",52,"POLAND","No knowledge","WR KMP Wałbrzych","WR KWP Wrocław",1
"OIO-710007673M","M",33,"POLAND","Different offences","WA KPP Grójec","WA KWP Radom",1
"OIO-710008427R","K",33,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-710009991A","K",36,"POLAND","No knowledge","SC KPP Goleniów","SC KWP Szczecin",1
"OIO-710012365T","M",30,"POLAND","No knowledge","WR KPP Lubin","WR KWP Wrocław",1
"OIO-710014552F","M",29,"POLAND","Different offences","WA KPP Ciechanów","WA KWP Radom",1
"OIO-710018278E","M",63,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-710020337L","M",29,"POLAND","Simmilar offences","WR KPP Góra","WR KWP Wrocław",1
"OIO-710021351T","M",30,"POLAND","No cirminal history","LD KPP Opoczno","LD KWP Łódź",1
"OIO-710021418E","M",49,"POLAND","No cirminal history","WA KPP Żuromin","WA KWP Radom",1
"OIO-710021418E","M",49,"POLAND","Simmilar offences","WA KPP Żuromin","WA KWP Radom",1
"OIO-710021425E","M",42,"POLAND","No knowledge","LD KPP Sieradz","LD KWP Łódź",1
"OIO-710021725T","M",30,"POLAND","Different offences","WA KPP Sochaczew","WA KWP Radom",1
"OIO-710022233Y","M",33,"POLAND","No cirminal history","WA KPP Mińsk Maz. (KSP)","WA KSP Warszawa",1
"OIO-710025815K","M",27,"POLAND","Simmilar offences","BK KMP Suwałki","BK KWP Białystok",1
"OIO-710026452U","M",50,"POLAND","Simmilar offences","WA KMP Radom","WA KWP Radom",1
"OIO-710030843Q","M",56,"POLAND","No cirminal history","GD KMP Słupsk","GD KWP Gdańsk",1
"OIO-710036538H","M",56,"POLAND","No knowledge","SC KPP Świdwin","SC KWP Szczecin",1
"OIO-710037624L","M",31,"POLAND","No knowledge","KA KMP Chorzów","KA KWP Katowice",1
"OIO-710038425F","M",32,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-710040634M","M",29,"POLAND","No cirminal history","SC KPP Police","SC KWP Szczecin",1
"OIO-710041991K","M",34,"POLAND","No cirminal history","KA KPP Żywiec","KA KWP Katowice",1
"OIO-710042126Q","K",53,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-710042361N","M",47,"POLAND","No cirminal history","PO KPP Wolsztyn","PO KWP Poznań",1
"OIO-710042428U","M",33,"POLAND","No knowledge","WR KPP Lubin","WR KWP Wrocław",1
"OIO-710045992E","K",54,"POLAND","No knowledge","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-710046378D","K",40,"POLAND","No cirminal history","WR KPP Ząbkowice Śląskie","WR KWP Wrocław",1
"OIO-710049601X","M",44,"POLAND","No cirminal history","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-710050784X","K",43,"POLAND","No cirminal history","KA KPP Pszczyna","KA KWP Katowice",1
"OIO-710051381M","M",59,"POLAND","No cirminal history","BK KPP Sokółka","BK KWP Białystok",1
"OIO-710052083K","M",48,"POLAND","No cirminal history","KA KMP Tychy","KA KWP Katowice",1
"OIO-710053604P","M",29,"POLAND","Simmilar offences","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-710054610U","M",43,"POLAND","Simmilar offences","GD KMP Sopot","GD KWP Gdańsk",1
"OIO-7101078A","M",45,"POLAND","Simmilar offences","LD KPP Sieradz","LD KWP Łódź",1
"OIO-710115240X","M",34,"POLAND","No cirminal history","RZ KMP Krosno","RZ KWP Rzeszów",1
"OIO-710115469M","M",34,"POLAND","Different offences","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-710115920P","M",25,"POLAND","No knowledge","PO KPP Chodzież","PO KWP Poznań",1
"OIO-710120085L","M",29,"POLAND","Simmilar offences","BG KPP Świecie nad Wisłą","BG KWP Bydgoszcz",1
"OIO-710120096K","M",33,"POLAND","Different offences","RZ KPP Łańcut","RZ KWP Rzeszów",2
"OIO-710120668L","M",52,"POLAND","No knowledge","LU KPP Puławy","LU KWP Lublin",1
"OIO-710121494F","M",32,"POLAND","No cirminal history","PO KPP Gniezno","PO KWP Poznań",1
"OIO-710123026H","M",39,"POLAND","No cirminal history","KA KMP Jastrzębie-Zdrój","KA KWP Katowice",1
"OIO-7101231F","M",54,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-710127241U","M",39,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-710128735T","M",40,"POLAND","Different offences","SC KPP Stargard","SC KWP Szczecin",1
"OIO-710129762P","M",52,"POLAND","No cirminal history","SC KPP Szczecinek","SC KWP Szczecin",1
"OIO-710130685J","M",34,"POLAND","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-710131356D","M",50,"POLAND","No cirminal history","SC KPP Choszczno","SC KWP Szczecin",1
"OIO-710132186Y","M",36,"POLAND","No cirminal history","GO KPP Słubice","GO KWP Gorzów Wlkp.",1
"OIO-710132610A","M",35,"POLAND","No cirminal history","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-710134072J","K",53,"POLAND","No knowledge","LU KMP Lublin","LU KWP Lublin",1
"OIO-7101348N","M",48,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-710137380A","M",27,"POLAND","Simmilar offences","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-710143359R","M",28,"POLAND","No cirminal history","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-710144813L","M",31,"POLAND","No knowledge","GO KMP Gorzów Wlkp.","GO KWP Gorzów Wlkp.",1
"OIO-710146141J","M",51,"POLAND","No cirminal history","BG KPP Nakło nad Notecią","BG KWP Bydgoszcz",1
"OIO-710150116K","M",25,"POLAND","Simmilar offences","KK KPP Bochnia","KK KWP Kraków",1
"OIO-710150764F","M",57,"POLAND","Simmilar offences","WR KPP Bolesławiec","WR KWP Wrocław",1
"OIO-710151521A","M",32,"POLAND","Different offences","KI KPP Pińczów","KI KWP Kielce",1
"OIO-7101520Q","M",46,"POLAND","Simmilar offences","KA KPP Pszczyna","KA KWP Katowice",1
"OIO-7101625Y","M",37,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-7101904R","K",41,"","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-7102051U","M",41,"POLAND","No knowledge","KI KMP Kielce","KI KWP Kielce",1
"OIO-7102127G","M",37,"POLAND","Simmilar offences","BK KMP Białystok","BK KWP Białystok",1
"OIO-710214972G","M",32,"POLAND","No cirminal history","PO KPP Czarnków","PO KWP Poznań",1
"OIO-710215861R","M",30,"POLAND","No knowledge","WA KRP Warszawa VII (KSP)","WA KSP Warszawa",1
"OIO-710217374Y","M",32,"POLAND","No cirminal history","LU KPP Ryki","LU KWP Lublin",1
"OIO-710218101Y","M",31,"POLAND","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-710222778U","M",30,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-710225396A","M",32,"POLAND","Different offences","OL KPP Braniewo","OL KWP Olsztyn",1
"OIO-710226683X","M",60,"POLAND","No cirminal history","WA KRP Warszawa VI (KSP)","WA KSP Warszawa",1
"OIO-710229684E","M",27,"POLAND","Simmilar offences","PO KPP Rawicz","PO KWP Poznań",1
"OIO-7102319N","M",42,"POLAND","Different offences","WA KPP Kozienice","WA KWP Radom",1
"OIO-710232481P","M",30,"POLAND","No knowledge","BG KPP Golub-Dobrzyń","BG KWP Bydgoszcz",1
"OIO-710236686N","M",29,"POLAND","No cirminal history","RZ KPP Łańcut","RZ KWP Rzeszów",1
"OIO-710239338P","M",34,"POLAND","No cirminal history","KI KPP Starachowice","KI KWP Kielce",1
"OIO-710239856U","K",47,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-710240779A","M",31,"POLAND","Different offences","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-710247492U","M",28,"POLAND","No knowledge","WA KRP Warszawa IV (KSP)","WA KSP Warszawa",1
"OIO-710248838K","M",30,"POLAND","No cirminal history","OP KPP Strzelce Opolskie","OP KWP Opole",1
"OIO-710250917Y","M",31,"POLAND","No cirminal history","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-710314598R","M",64,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-710317349Q","M",42,"POLAND","No cirminal history","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-710319061T","M",30,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-710325839Y","M",31,"POLAND","Simmilar offences","GD KPP Lębork","GD KWP Gdańsk",1
"OIO-710331346M","M",29,"POLAND","No cirminal history","PO KMP Leszno","PO KWP Poznań",1
"OIO-710331378A","M",26,"POLAND","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-710332733D","M",37,"POLAND","No cirminal history","GO KPP Krosno Odrzańskie","GO KWP Gorzów Wlkp.",1
"OIO-710334618Y","M",30,"POLAND","No cirminal history","LD KPP Łęczyca","LD KWP Łódź",1
"OIO-710335036H","M",32,"POLAND","Simmilar offences","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-710335173F","M",40,"POLAND","Different offences","BG KPP Mogilno","BG KWP Bydgoszcz",1
"OIO-710335977T","M",33,"POLAND","No cirminal history","PO KMP Konin","PO KWP Poznań",1
"OIO-710336668N","M",28,"POLAND","No knowledge","WR KPP Głogów","WR KWP Wrocław",1
"OIO-710337199C","M",41,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-710337689L","M",26,"POLAND","No knowledge","PO KPP Piła","PO KWP Poznań",1
"OIO-710338694C","M",30,"POLAND","No knowledge","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-710341174Y","M",31,"POLAND","No cirminal history","KK KPP Wadowice","KK KWP Kraków",1
"OIO-710341221J","M",32,"POLAND","No knowledge","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-710345157H","M",31,"POLAND","No cirminal history","KA KPP Kłobuck","KA KWP Katowice",1
"OIO-710347428A","M",52,"POLAND","Simmilar offences","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-71037875A","M",71,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-7103987K","M",42,"POLAND","No cirminal history","KA KMP Jastrzębie-Zdrój","KA KWP Katowice",1
"OIO-710421333D","K",44,"POLAND","No cirminal history","LD KPP Sieradz","LD KWP Łódź",1
"OIO-710421536D","M",34,"POLAND","No knowledge","GO KMP Gorzów Wlkp.","GO KWP Gorzów Wlkp.",1
"OIO-710423306J","M",30,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-710423602F","M",35,"POLAND","Simmilar offences","GO KMP Zielona Góra","GO KWP Gorzów Wlkp.",1
"OIO-710424258M","M",38,"POLAND","No knowledge","OL KPP Pisz","OL KWP Olsztyn",1
"OIO-7104242R","M",53,"POLAND","No cirminal history","LU KMP Lublin","LU KWP Lublin",1
"OIO-710428464E","M",60,"POLAND","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-710430544Q","M",30,"POLAND","Different offences","KA KPP Tarnowskie Góry","KA KWP Katowice",1
"OIO-710430673A","M",29,"POLAND","No knowledge","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-710430733J","M",29,"POLAND","Different offences","BG KMP Toruń","BG KWP Bydgoszcz",1
"OIO-710434144E","M",26,"POLAND","Different offences","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-710434418J","M",35,"POLAND","Different offences","KI KPP Skarżysko-Kamienna","KI KWP Kielce",1
"OIO-710434667P","M",30,"POLAND","No cirminal history","RZ KMP Tarnobrzeg","RZ KWP Rzeszów",1
"OIO-710435909K","M",39,"POLAND","Different offences","LD KPP Zgierz","LD KWP Łódź",1
"OIO-710436403A","M",28,"POLAND","No knowledge","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-710436498C","M",29,"POLAND","No cirminal history","KA KMP Dąbrowa Górnicza","KA KWP Katowice",1
"OIO-710436619A","M",54,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-710440434G","M",48,"POLAND","No cirminal history","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-710440911D","M",34,"POLAND","No cirminal history","RZ KPP Dębica","RZ KWP Rzeszów",1
"OIO-710440911D","M",34,"POLAND","No cirminal history","RZ KPP Mielec","RZ KWP Rzeszów",1
"OIO-710442646Y","M",38,"POLAND","No knowledge","WA KRP Warszawa VII (KSP)","WA KSP Warszawa",1
"OIO-710442793G","M",57,"POLAND","No knowledge","OL KPP Iława","OL KWP Olsztyn",1
"OIO-710442939Q","M",31,"POLAND","No knowledge","GD KPP Malbork","GD KWP Gdańsk",1
"OIO-710443335T","M",37,"POLAND","No knowledge","PO KPP Turek","PO KWP Poznań",1
"OIO-710443975R","M",33,"POLAND","Different offences","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-710443975R","M",33,"POLAND","No knowledge","BG KMP Bydgoszcz","BG KWP Bydgoszcz",2
"OIO-710445630G","M",64,"POLAND","No cirminal history","GD KPP Starogard Gd.","GD KWP Gdańsk",1
"OIO-710446392C","M",57,"POLAND","No knowledge","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-710446992H","M",26,"POLAND","Different offences","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-710447100H","K",44,"POLAND","No knowledge","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-710448504M","M",68,"POLAND","No cirminal history","BG KPP Mogilno","BG KWP Bydgoszcz",1
"OIO-710450060T","M",29,"POLAND","No cirminal history","BG KMP Grudziądz","BG KWP Bydgoszcz",1
